timestamp,timestamp_last_signal,channel_count,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],rc_failsafe,rc_lost,input_source
11724072,11724072,8,40,0,0,20003,1497,1517,1195,1302,1012,1512,1513,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
11918177,11918177,8,40,0,0,20004,1498,1516,1247,1328,1012,1513,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
12130659,12130659,8,40,0,0,20003,1498,1516,1267,1324,1012,1513,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
12318101,12318101,8,40,0,0,20003,1498,1516,1263,1305,1013,1512,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
12534577,12534577,8,40,0,0,20004,1498,1516,1246,1390,1013,1512,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
12721717,12721717,8,40,0,0,20003,1497,1517,1210,1471,1012,1512,1513,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
12935335,12935335,8,40,0,0,20003,1497,1516,1261,1489,1012,1512,1512,1513,0,0,0,0,0,0,0,0,0,0,0,0,2
13129322,13129322,8,40,0,0,20003,1497,1517,1438,1512,1012,1513,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
13341652,13341652,8,40,0,0,20003,1497,1517,1526,1512,1012,1513,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
13529680,13529680,8,40,0,0,20003,1498,1516,1525,1512,1013,1512,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
13744873,13744873,8,40,0,0,20004,1498,1516,1524,1370,1013,1512,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
13940020,13940020,8,40,0,0,20003,1498,1516,1525,1345,1012,1512,1512,1538,0,0,0,0,0,0,0,0,0,0,0,0,2
14150470,14150470,8,40,0,0,20004,1576,1468,1570,1376,1012,1512,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
14345427,14345427,8,40,0,0,20003,1572,1503,1565,1410,1012,1513,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
14748502,14748502,8,40,0,0,20003,1498,1514,1552,1447,1012,1513,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
14961402,14961402,8,40,0,0,20003,1497,1516,1526,1476,1012,1513,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
15153792,15153792,8,40,0,0,20004,1497,1515,1525,1421,1013,1512,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
15366656,15366656,8,40,0,0,20003,1498,1514,1530,1414,1013,1512,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
15560633,15560633,8,40,0,0,20003,1537,1461,1573,1425,1012,1512,1512,1513,0,0,0,0,0,0,0,0,0,0,0,0,2
15774180,15774180,8,40,0,0,20003,1561,1442,1611,1435,1012,1512,1512,1513,0,0,0,0,0,0,0,0,0,0,0,0,2
