timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt
12529466,-0.04755916,0.005551247,1.5438969,4012,0,0.30600145,0.8563028,-9.115646,4012
12533461,0.029163143,0.003665253,1.4886352,3995,0,-0.3581674,-1.2949578,-9.427574,3995
12537470,-0.15563172,-0.012408047,1.394828,4009,0,0.6694145,-0.99523306,-9.75808,4009
12541454,-0.13430667,-0.037980203,1.417098,3984,0,0.6582859,1.3625355,-8.374224,3984
12545454,0.0080069415,-0.100218646,1.3566829,4000,0,0.22370665,-1.3018616,-8.254641,4000
12565456,-0.34976065,-0.016184574,1.2951992,3958,0,-0.25069043,2.7867203,-6.715964,3958
12569458,-0.037237097,-0.3383531,1.258059,4002,0,0.120854445,-0.04239105,-9.496336,4002
12573532,-0.076270446,-0.18438709,1.211339,4074,0,0.11770531,-2.2730348,-11.705464,4074
12577469,-0.25185797,-0.026704367,1.1663408,3937,0,1.7089539,0.65348434,-5.6366067,3937
12581454,-0.155143,-0.27229527,1.1268725,3985,0,-0.663046,-0.3384273,-8.709114,3985
12585454,-0.09354795,-0.081741996,1.1158297,4000,0,-2.456974,-0.050910786,-13.175746,4000
12589460,-0.121541865,0.045305863,1.0456035,4006,0,1.3014842,-0.6219392,-7.7934713,4006
12593473,-0.2284892,-0.1546564,1.0358975,4013,0,-0.1354419,0.033767045,-12.011407,4013
12597454,-0.063338906,0.13015269,1.0465494,3981,0,-0.67040604,2.040883,-10.9346285,3981
12601454,0.07003703,0.09893135,0.9729575,4000,0,0.13601474,-2.335593,-8.776653,4000
12605454,-0.2825937,0.10200493,0.9575075,4000,0,0.16553189,0.018607289,-12.221449,4000
12609493,0.04340564,0.33794972,0.96672374,4039,0,0.7002293,3.480354,-8.714125,4039
12613507,0.113830194,0.13951646,0.8945287,4014,0,-0.29079267,-3.0414464,-10.778676,4014
12617454,-0.19917625,0.36784765,0.8721488,3947,0,-0.3422329,1.6953576,-11.79347,3947
12621456,0.1493338,0.42271656,0.8783159,4002,0,0.43374532,2.4346795,-8.658074,4002
12625454,0.08875209,0.24804792,0.842453,3998,0,1.2084689,-2.904769,-11.264126,3998
12629464,-0.08541399,0.4944771,0.8005043,4010,0,-2.1080463,3.7329574,-12.38597,4010
12633456,0.26398882,0.4064625,0.7935847,3992,0,2.0263343,-0.286955,-8.70863,3992
12637454,0.06116452,0.31063715,0.78502524,3998,0,-0.26883116,-1.1427122,-13.1798725,3998
12641479,0.04184174,0.4893122,0.7342253,4025,0,-0.23198487,2.6441994,-9.150612,4025
12645456,0.22415449,0.38053223,0.6827642,3977,0,3.605327,-2.01901,-7.5067043,3977
12649454,0.061439686,0.3220084,0.69175637,3998,0,-0.5120788,1.0347005,-13.459021,3998
12653456,0.13887645,0.40168414,0.66084576,4002,0,-0.15519124,1.3659388,-7.1182275,4002
12657517,0.051593605,0.15000854,0.6105509,4061,0,0.79901606,-1.5816573,-9.652942,4061
12661456,0.13279223,0.33453923,0.5795231,3939,0,1.6187063,1.1414609,-10.342397,3939
12665501,0.102879405,0.21392411,0.57710177,4045,0,0.71507686,-0.36630368,-7.5464473,4045
12669454,-0.055313643,-0.01723937,0.5439163,3953,0,0.97669595,-1.3524038,-9.018107,3953
12673454,0.10605669,0.21811463,0.46455657,4000,0,1.6019862,0.3834477,-7.591102,4000
12677466,-0.009391977,-0.020389466,0.51561886,4012,0,1.5939236,-0.6854799,-7.881999,4012
12681465,0.026486577,-0.07857452,0.4680479,3999,0,-0.6960352,0.62495565,-11.493153,3999
12685456,-0.09290453,-0.023562731,0.4634736,3991,0,1.6211991,-2.3030977,-8.392609,3991
12689454,-0.08579215,-0.07874044,0.4612279,3998,0,1.5974356,1.1993219,-5.309836,3998
12693486,0.03402596,-0.14898778,0.43008286,4032,0,-1.0761509,-1.120168,-10.491614,4032
12697468,-0.20769857,-0.12437781,0.42116815,3982,0,3.0516076,-0.34340215,-9.42602,3982
12701454,0.0309764,-0.19064215,0.3958763,3986,0,0.22043869,0.8505514,-8.107274,3986
12713457,0.10353772,-0.21816844,0.3629602,4000,0,2.8199449,-2.6724381,-8.050789,4000
12717512,-0.26979935,-0.25648633,0.28604707,4055,0,-1.3552059,-0.8616436,-11.192676,4055
12721460,-0.12782393,-0.073221095,0.30491844,3948,0,-0.46241567,3.9164653,-8.40308,3948
12725454,0.069293,-0.1818924,0.29313204,3994,0,3.2563639,-2.06998,-8.519132,3994
12729454,-0.20011106,-0.2201992,0.30251214,4000,0,-0.24912934,-1.0710204,-13.765346,4000
12733462,-0.08997865,0.073075324,0.24521437,4008,0,-0.1004466,2.9757984,-6.489864,4008
12737456,-0.0024204631,-0.2336579,0.25478002,3994,0,1.3354658,-2.0491867,-10.185378,3994
12741496,-0.051585887,0.04748086,0.25816938,4040,0,-0.30064565,1.0362602,-14.114199,4040
12745488,-0.022796333,0.08946882,0.23730113,3992,0,1.0201796,-0.0776074,-6.885775,3992
12749456,-0.04191624,-0.081490904,0.19432998,3968,0,-0.64261824,0.19156726,-11.052808,3968
12753460,0.067252785,0.22853857,0.215665,4004,0,0.6987917,1.8321141,-11.977394,4004
12757458,0.08116395,0.12037232,0.19349153,3998,0,2.225106,-0.35479966,-9.390388,3998
12761466,-0.0065580173,0.010024251,0.17617455,4008,0,-1.5473621,-0.36311215,-12.797803,4008
12765454,0.04590196,0.4137009,0.116084576,3988,0,1.9370077,2.4215732,-7.8620157,3988
12769509,0.19305368,0.1485427,0.17535093,4055,0,3.1803913,-0.98913455,-8.533411,4055
12773480,0.05978548,0.19685258,0.14488152,3971,0,-2.7866373,1.0966107,-15.516689,3971
12777454,-0.06978138,0.38057354,0.097274974,3974,0,0.68131304,1.5995952,-9.431126,3974
12781454,0.2362838,0.21273014,0.1461927,4000,0,3.1828055,-0.28554642,-8.707591,4000
12785454,0.15921256,0.29107395,0.13690801,4000,0,-0.8416153,-1.15225,-12.258457,4000
12789454,-0.1162503,0.3670322,0.10486365,4000,0,1.5395743,1.6857822,-8.000484,4000
12793454,0.14004421,0.13898946,0.11267123,4000,0,0.929259,0.541722,-10.084091,4000
12797493,0.19965601,0.29529917,0.07365545,4039,0,-0.15893278,-0.4679651,-10.078183,4039
12801454,-0.005989121,0.19701558,0.10708848,3961,0,1.5907927,-0.105693854,-7.982525,3961
12805464,0.08100556,0.12704681,0.101484835,4010,0,2.197663,-0.9129366,-8.495083,4010
12809454,0.034170624,0.18576509,0.016655546,3990,0,0.30856594,-0.040011052,-8.588031,3990
12813462,0.10914765,0.06693046,0.06697705,4008,0,0.007980955,2.2634113,-8.721131,4008
12837460,-0.03930291,-0.11512722,0.005023122,4004,0,0.5294237,2.1197193,-8.510864,4004
12841467,0.13809457,-0.20477001,-0.009158314,4007,0,2.376403,-0.83100784,-6.959658,4007
12845478,0.010229646,-0.24552166,0.016816353,4011,0,0.7365502,-1.055308,-11.80682,4011
12849460,-0.060934488,-0.1018366,-0.03528297,3982,0,0.18185778,1.8303144,-9.49192,3982
12853460,-0.012143944,-0.30855998,-0.030215275,4000,0,1.1256142,-0.54347247,-9.11781,4000
12857454,0.03839461,-0.1781993,-0.021526758,3994,0,-0.081333995,-0.31255656,-11.182307,3994
12861454,-0.11419916,-0.098370686,-0.0448382,4000,0,1.2814373,0.79458654,-8.98748,4000
12865456,-0.05272936,-0.30350208,0.002222774,4002,0,1.2131212,-0.6584529,-8.701099,4002
12869454,-0.023957597,-0.10729469,-0.06628425,3998,0,-1.8089012,0.043856323,-10.727163,3998
12873488,-0.13789855,-0.13934214,-0.047810957,4034,0,2.8168411,-0.6406086,-7.5778008,4034
12877454,0.018140277,-0.22511207,-0.021415262,3966,0,-0.37253356,-0.32838842,-11.189076,3966
12881456,-0.082808666,-0.081358634,-0.11277804,4002,0,-1.3087882,-1.4285508,-9.599346,4002
12885456,-0.1487724,-0.10221255,-0.118946776,4000,0,2.3762553,0.55703586,-5.8535166,4000
12889468,0.049464773,-0.16987558,-0.07964732,4012,0,-0.31856745,-0.40865418,-11.453891,4012
12893482,-0.043473557,-0.06315114,-0.14467189,4014,0,0.11577629,-1.5893735,-9.364375,4014
12897454,-0.115050904,-0.09686927,-0.1459287,3972,0,-0.5760464,1.7272563,-8.861653,3972
12901459,0.023830397,-0.08535938,-0.08024167,4005,0,1.3515491,-1.3718731,-9.73252,4005
12905456,-0.067601584,0.001106051,-0.11439655,3997,0,0.13365284,0.0729921,-10.074171,3997
12909531,-0.007453302,-0.10031113,-0.08616769,4075,0,-0.9507941,0.79445004,-9.397558,4075
12913454,0.08131114,0.04803232,-0.0937194,3923,0,0.5962106,-0.910875,-9.791755,3923
