timestamp,timestamp_last_signal,channel_count,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],rc_failsafe,rc_lost,input_source
102283301,102283301,8,41,0,0,20004,1524,1492,1230,1430,1013,1512,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
102481833,102481833,8,41,0,0,20003,1517,1492,1679,1473,1012,1512,1513,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
102693775,102693775,8,41,0,0,20004,1514,1495,1758,1469,1012,1512,1512,1513,0,0,0,0,0,0,0,0,0,0,0,0,2
102888116,102888116,8,41,0,0,20004,1519,1497,1782,1490,1012,1512,1512,1513,0,0,0,0,0,0,0,0,0,0,0,0,2
103102047,103102047,8,41,0,0,20004,1522,1499,1819,1481,1012,1512,1512,1513,0,0,0,0,0,0,0,0,0,0,0,0,2
103294530,103294530,8,41,0,0,20003,1537,1476,1816,1481,1012,1512,1512,1513,0,0,0,0,0,0,0,0,0,0,0,0,2
103504850,103504850,8,41,0,0,20004,1539,1464,1798,1475,1012,1512,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
103698191,103698191,8,41,0,0,20003,1541,1473,1730,1508,1012,1512,1513,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
103908840,103908840,8,41,0,0,20004,1542,1492,1116,1495,1012,1513,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
104105109,104105109,8,41,0,0,20004,1562,1494,1117,1511,1012,1512,1512,1513,0,0,0,0,0,0,0,0,0,0,0,0,2
104315020,104315020,8,41,0,0,20003,1563,1514,1211,1512,1012,1512,1512,1513,0,0,0,0,0,0,0,0,0,0,0,0,2
104523582,104523582,8,41,0,0,20003,1542,1516,1382,1511,1012,1512,1513,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
104716010,104716010,8,41,0,0,20004,1538,1515,1453,1511,1012,1512,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
104908020,104908020,8,41,0,0,20003,1516,1515,1498,1511,1012,1512,1512,1513,0,0,0,0,0,0,0,0,0,0,0,0,2
105121012,105121012,8,41,0,0,20003,1519,1515,1679,1440,1013,1512,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
105332392,105332392,8,41,0,0,20004,1518,1515,1755,1443,1012,1512,1513,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
105520415,105520415,8,41,0,0,20004,1528,1515,1783,1401,1013,1512,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
105734191,105734191,8,41,0,0,20004,1535,1501,1790,1398,1012,1512,1513,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
105921886,105921886,8,41,0,0,20003,1535,1497,1799,1420,1013,1512,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
106132173,106132173,8,41,0,0,20004,1549,1489,1807,1430,1012,1512,1512,1513,0,0,0,0,0,0,0,0,0,0,0,0,2
106343268,106343268,8,41,0,0,20004,1561,1473,1782,1424,1012,1512,1512,1513,0,0,0,0,0,0,0,0,0,0,0,0,2
106532174,106532174,8,41,0,0,20003,1536,1461,1327,1387,1012,1512,1512,1513,0,0,0,0,0,0,0,0,0,0,0,0,2
106748601,106748601,8,41,0,0,20003,1534,1473,1116,1502,1013,1512,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
106937654,106937654,8,41,0,0,20004,1527,1475,1193,1480,1012,1512,1513,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
107153064,107153064,8,41,0,0,20003,1522,1486,1604,1464,1013,1512,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
107344893,107344893,8,41,0,0,20003,1521,1490,1757,1428,1012,1512,1513,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
107554148,107554148,8,41,0,0,20004,1528,1492,1792,1442,1013,1512,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
107744558,107744558,8,41,0,0,20004,1529,1487,1805,1456,1012,1512,1513,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
107957674,107957674,8,41,0,0,20004,1531,1490,1621,1481,1012,1512,1512,1513,0,0,0,0,0,0,0,0,0,0,0,0,2
108150102,108150102,8,41,0,0,20003,1527,1489,1116,1461,1012,1512,1512,1513,0,0,0,0,0,0,0,0,0,0,0,0,2
108356094,108356094,8,41,0,0,20004,1532,1490,1116,1477,1013,1512,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
108567731,108567731,8,41,0,0,20003,1531,1492,1180,1480,1012,1512,1513,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
108760905,108760905,8,41,0,0,20004,1525,1494,1271,1497,1013,1512,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
108976836,108976836,8,41,0,0,20003,1517,1494,1806,1477,1013,1512,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
109169983,109169983,8,41,0,0,20004,1518,1504,1844,1473,1013,1512,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
109385677,109385677,8,41,0,0,20003,1518,1504,1847,1493,1012,1513,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
109573306,109573306,8,41,0,0,20003,1530,1486,1847,1511,1013,1512,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
109787259,109787259,8,41,0,0,20003,1536,1464,1836,1511,1012,1513,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
109981790,109981790,8,41,0,0,20003,1535,1471,1811,1507,1012,1512,1512,1513,0,0,0,0,0,0,0,0,0,0,0,0,2
110192854,110192854,8,41,0,0,20003,1530,1481,1730,1509,1012,1513,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
110384482,110384482,8,41,0,0,20004,1530,1496,1116,1297,1012,1512,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
110601720,110601720,8,41,0,0,20004,1533,1511,1116,1258,1012,1513,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,2
