timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],max_cell_voltage_delta,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
78708655,12.132302,12.201497,1.24,0.70775604,0.0,1.7627717,1.0,1.0,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
79219386,11.88307,12.122763,4.1664,1.9307672,0.0,2.0929475,1.0,1.0,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
79718660,11.429109,12.040877,4.4268,3.476895,0.0,2.6830964,1.0,1.0,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
80218647,11.696144,11.941158,7.1796,5.1124053,0.0,3.5051873,0.97793484,1.0035539,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
80718675,11.696144,11.8752775,6.5224,5.834438,0.0,4.3849826,0.9763417,1.0038115,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
81218660,11.758452,11.807976,7.3655996,6.8950763,0.0,5.416167,0.9724698,1.004438,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
81718802,11.562627,11.750211,9.1388,7.908326,0.0,6.5797973,0.9668231,1.0053532,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
82218656,11.331197,11.68725,9.3248,8.600671,0.0,7.823866,0.9516511,1.0078204,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
82719130,11.874167,11.655697,8.742,8.820134,0.0,9.080636,0.94568586,1.0087937,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
83218661,11.331197,11.615888,9.3496,9.071455,0.0,10.346072,0.93291044,1.0108846,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
83718647,11.749552,11.58927,9.3868,9.226423,0.0,11.6388035,0.92519665,1.0121514,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
84218649,11.705047,11.555605,10.0316,9.568214,0.0,12.9881,0.91384363,1.0140214,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
84728693,11.722849,11.5045595,7.5392003,10.574031,0.0,14.593923,0.89708805,1.0167941,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
85228649,10.975149,11.345472,20.683199,14.332539,0.0,16.642052,0.8386946,1.0265765,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
85728647,11.891971,11.506166,4.6872,8.566077,0.0,17.487806,0.8816285,1.0193658,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
86228798,11.12647,11.288283,19.22,14.805037,0.0,19.832672,0.8078499,1.0318202,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
86728647,11.838564,11.495298,3.1,7.7389593,0.0,20.451973,0.85554457,1.0237345,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
87238942,11.411307,11.473721,11.7304,9.62534,0.0,21.881176,0.85886335,1.0231766,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
87738653,10.939545,11.327678,17.2484,13.464495,0.0,23.990475,0.81999254,1.0297495,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
88248660,11.366802,11.226818,14.433599,14.7863035,0.0,26.208447,0.78932,1.0349962,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
88748789,11.197679,11.235542,9.5356,13.174219,0.0,27.945522,0.791399,1.0346389,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
89248652,11.651638,11.348943,6.2743998,9.721906,0.0,29.057917,0.82286215,1.0292615,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
89748668,11.518121,11.4166,9.8456,8.929838,0.0,30.195597,0.846858,1.0251976,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
90248649,11.3846035,11.345046,14.3468,11.695209,0.0,31.97629,0.8286314,1.0282815,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
90748922,11.375703,11.265035,14.3344,12.792029,0.0,33.828682,0.8005166,1.0330747,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
91250208,11.117568,11.206809,13.5036,13.630969,0.0,35.808548,0.78048563,1.0365173,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
91748758,10.886138,11.147145,15.487599,14.576638,0.0,37.874866,0.7594366,1.0401595,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
92248969,11.571528,11.295157,5.8403997,9.934204,0.0,39.018265,0.7996664,1.0332204,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
92748649,11.446912,11.446611,8.3824005,7.100545,0.0,39.76425,0.844769,1.0255501,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
93248706,10.387671,11.137351,24.3908,16.60084,0.0,42.535458,0.7458558,1.042523,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
93749538,11.829662,11.340739,2.108,9.06167,0.0,43.41503,0.7899809,1.0348825,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
94258662,10.120637,11.201767,29.1648,14.075004,0.0,45.375626,0.74234104,1.0431365,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
94758913,11.3579,10.971707,7.8492,18.541193,0.0,48.530796,0.67755413,1.0545748,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
95260902,11.6160345,11.229447,5.8652,9.918444,0.0,49.20359,0.75575066,1.0407999,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
