timestamp,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
78430054,0.98106223,0.03022895,0.0044685476,0.1912671,1.0,1.9787263e-09,4.5908e-11,-0.0001795194,2
78434054,0.9810573,0.030247368,0.004422862,0.19129068,1.0,1.9787263e-09,4.5908e-11,-0.0001795194,2
78438073,0.9810506,0.030240538,0.004418912,0.191326,1.0,1.9787263e-09,4.5908e-11,-0.0001795194,2
78442054,0.98104876,0.030242061,0.0043976614,0.19133629,1.0,1.9787263e-09,4.5908e-11,-0.0001795194,2
78446054,0.9810485,0.030322406,0.004335319,0.19132581,1.0,1.9787263e-09,4.5908e-11,-0.0001795194,2
78450057,0.9810513,0.030297063,0.00432166,0.19131574,1.0,1.9787263e-09,4.5908e-11,-0.0001795194,2
78454054,0.9810502,0.030352388,0.0043389252,0.19131269,1.0,1.9787263e-09,4.5908e-11,-0.0001795194,2
78458054,0.98104525,0.030439213,0.004282785,0.19132552,1.0,1.9787263e-09,4.5908e-11,-0.0001795194,2
78462054,0.98104316,0.030398838,0.00427734,0.19134283,1.0,1.9787263e-09,4.5908e-11,-0.0001795194,2
78466054,0.9810395,0.030472584,0.0043201917,0.19134891,1.0,1.9787263e-09,4.5908e-11,-0.0001795194,2
78470106,0.9810433,0.030542798,0.004245702,0.19131953,1.0,1.9787263e-09,4.5908e-11,-0.0001795194,2
78474054,0.9810485,0.03054344,0.004267017,0.19129226,1.0,1.9787263e-09,4.5908e-11,-0.0001795194,2
78478079,0.9810501,0.030584024,0.004297265,0.19127712,1.0,1.9787263e-09,4.5908e-11,-0.0001795194,2
78482054,0.98104846,0.030648794,0.004268047,0.19127572,1.0,1.9787263e-09,4.5908e-11,-0.0001795194,2
78486054,0.98104465,0.030637471,0.004302444,0.19129618,1.0,1.9787263e-09,4.5908e-11,-0.0001795194,2
78490054,0.9810424,0.030671315,0.004312375,0.19130231,1.0,1.9787263e-09,4.5908e-11,-0.0001795194,2
78494054,0.98104477,0.030732192,0.004302355,0.1912806,1.0,1.9787263e-09,4.5908e-11,-0.0001795194,2
78498054,0.9810491,0.030699767,0.004314921,0.19126323,1.0,1.9787263e-09,4.5908e-11,-0.0001795194,2
78502057,0.9810506,0.030751007,0.004344593,0.1912467,1.0,1.9787263e-09,4.5908e-11,-0.0001795194,2
78506054,0.98104763,0.030748228,0.004362712,0.1912617,1.0,1.9787263e-09,4.5908e-11,-0.0001795194,2
