timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
78212584,78212474,-0.08922698,0.00096490985,-0.0062246677,8.9456295e-27,0.0,0.0,0.0,-1.0
78218279,78218146,-0.096745454,0.0085556675,-0.0039571533,5.068363e-27,0.0,0.0,0.0,-1.0
78343755,78343654,-0.08777048,0.003168703,0.00083312433,2.4248176e-29,0.0,0.0,0.0,-1.0
78347780,78347663,-0.10224004,0.0005384424,0.004508329,2.4248176e-29,0.0,0.0,0.0,-1.0
78350955,78350854,-0.09572475,0.0024703783,0.0034657964,2.4248176e-29,0.0,0.0,0.0,-1.0
78354976,78354875,-0.0860447,-0.0043521393,0.0013990526,2.4248176e-29,0.0,0.0,0.0,-1.0
78358214,78358064,-0.09265195,-0.0070262733,-0.0025359674,2.4248176e-29,0.0,0.0,0.0,-1.0
78362161,78362058,-0.09472916,0.0052306037,-0.0063468968,0.0,0.0,0.0,0.0,-1.0
78365379,78365256,-0.0874814,0.0051909215,-0.0064720702,0.0,0.0,0.0,0.0,-1.0
78367785,78367675,-0.08699374,0.0021336451,-0.0043835025,0.0,0.0,0.0,0.0,-1.0
78371755,78371654,-0.0957103,0.0049578925,-0.0013841485,0.0,0.0,0.0,0.0,-1.0
78375757,78375656,-0.08853248,0.008681909,0.00055777683,0.0,0.0,0.0,0.0,-1.0
78379765,78379655,-0.09112033,5.98139e-05,0.00053772907,0.0,0.0,0.0,0.0,-1.0
78382204,78382062,-0.09350056,-0.00078912,-0.00086131797,0.0,0.0,0.0,0.0,-1.0
78386958,78386855,-0.089389905,0.0018142117,-0.0043280153,0.0,0.0,0.0,0.0,-1.0
78389366,78389259,-0.09115471,0.0048049856,-0.0034813199,0.0,0.0,0.0,0.0,-1.0
78393381,78393260,-0.09456392,0.0053935363,-0.00016733374,0.0,0.0,0.0,0.0,-1.0
78396655,78396478,-0.0912213,0.003690459,0.005123251,0.0,0.0,0.0,0.0,-1.0
78399771,78399654,-0.08899519,0.0075513036,0.0053949985,0.0,0.0,0.0,0.0,-1.0
78403759,78403657,-0.093871616,0.008047757,0.006367802,0.0,0.0,0.0,0.0,-1.0
78406955,78406854,-0.09024197,0.00018213814,0.0025208972,0.0,0.0,0.0,0.0,-1.0
78410976,78410875,-0.09058779,0.006908034,-0.0011964609,0.0,0.0,0.0,0.0,-1.0
78414164,78414054,-0.09220174,0.010300254,-0.0029416927,0.0,0.0,0.0,0.0,-1.0
78416624,78416472,-0.09468448,0.0065190364,-0.0010693757,0.0,0.0,0.0,0.0,-1.0
78420605,78420464,-0.09474092,0.0062185363,0.0019875097,0.0,0.0,0.0,0.0,-1.0
78424568,78424454,-0.09632308,0.014525007,0.0034093433,1.1115249e-30,0.0,0.0,0.0,-1.0
78427783,78427669,-0.0985817,0.0060195415,0.0016787499,1.1115249e-30,0.0,0.0,0.0,-1.0
78431771,78431657,-0.096983396,0.0020884385,-0.0027059577,1.1115249e-30,0.0,0.0,0.0,-1.0
78434963,78434857,-0.09613694,0.0086236745,-0.0053945743,1.1115249e-30,0.0,0.0,0.0,-1.0
78438190,78438073,-0.09565095,0.008887839,-0.007380784,1.1115249e-30,0.0,0.0,0.0,-1.0
78442963,78442855,-0.091091275,0.0027990362,-0.0031196503,1.1115249e-30,0.0,0.0,0.0,-1.0
78444557,78444456,-0.09720838,0.008805571,-0.000676884,1.1115249e-30,0.0,0.0,0.0,-1.0
78448554,78448454,-0.10453242,0.018577084,0.001651579,0.00018280718,0.0,0.0,0.0,-1.0
78452557,78452456,-0.090957254,0.0032337932,0.001459229,0.00018280718,0.0,0.0,0.0,-1.0
78455809,78455663,-0.101458184,-0.00064326625,-0.00040550285,0.00018280718,0.0,0.0,0.0,-1.0
78459763,78459658,-0.10917455,0.012216442,-0.003803147,0.00018280718,0.0,0.0,0.0,-1.0
78462960,78462860,-0.092785865,0.009606722,-0.0040318784,0.00018280718,0.0,0.0,0.0,-1.0
78467002,78466881,-0.09526232,-0.005620051,-0.0015905547,0.0004331666,0.0,0.0,0.0,-1.0
78470231,78470106,-0.10556813,0.008343234,0.0028788052,0.0004331666,0.0,0.0,0.0,-1.0
78472558,78472454,-0.101511024,0.015881205,0.005945002,0.0004331666,0.0,0.0,0.0,-1.0
78476573,78476466,-0.09525643,-0.00030393508,0.0055980003,0.0004331666,0.0,0.0,0.0,-1.0
78480562,78480454,-0.10069109,0.00096190214,0.0011977908,0.0004331666,0.0,0.0,0.0,-1.0
78483788,78483660,-0.102287866,0.0074155857,-0.0016124905,0.0004331666,0.0,0.0,0.0,-1.0
78487771,78487654,-0.092466,-0.0010361368,-0.0039874157,0.0003070775,0.0,0.0,0.0,-1.0
78490960,78490857,-0.092713594,-0.0015643565,-0.0020428933,0.0003070775,0.0,0.0,0.0,-1.0
78494164,78494054,-0.09992914,0.0077282684,0.0020169849,0.0003070775,0.0,0.0,0.0,-1.0
