timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
9722009,9721906,-0.00018143188,-0.020510737,0.42185107,0.1762592,0.0,0.0,0.0,-1.0
9737167,9737055,0.03024808,-0.013307969,0.37694037,0.17768162,0.0,0.0,0.0,-1.0
9859559,9859457,0.035796262,0.005362039,0.17959237,0.17914493,0.0,0.0,0.0,-1.0
9862757,9862655,0.054188468,-0.0031773574,0.14064018,0.17914493,0.0,0.0,0.0,-1.0
9865957,9865855,-0.031518225,0.026954683,0.087265186,0.17914493,0.0,0.0,0.0,-1.0
9869960,9869857,0.04588938,0.0023461033,0.05230405,0.17914493,0.0,0.0,0.0,-1.0
9872449,9872274,0.042106804,0.02690416,-0.01097676,0.17914493,0.0,0.0,0.0,-1.0
9876376,9876255,-0.04932081,0.030383214,-0.037140712,0.17914493,0.0,0.0,0.0,-1.0
9880375,9880257,0.056998733,-0.025104972,-0.03146927,0.18019415,0.0,0.0,0.0,-1.0
9883557,9883455,-0.01601287,0.045516055,-0.010197964,0.18019415,0.0,0.0,0.0,-1.0
9887557,9887455,-0.084477946,0.03158359,0.069897175,0.18019415,0.0,0.0,0.0,-1.0
9890757,9890655,0.030399853,-0.034501657,0.12933965,0.18019415,0.0,0.0,0.0,-1.0
9893960,9893856,-0.025200102,0.008835594,0.12523739,0.18019415,0.0,0.0,0.0,-1.0
9897959,9897857,-0.03569622,0.0062655713,0.14319462,0.18019415,0.0,0.0,0.0,-1.0
9900385,9900255,0.035101514,-0.018470464,0.19838108,0.18123677,0.0,0.0,0.0,-1.0
9904375,9904257,-0.053493086,0.007373198,0.13746336,0.18123677,0.0,0.0,0.0,-1.0
9908378,9908260,-0.04658246,-0.035680145,0.04551828,0.18123677,0.0,0.0,0.0,-1.0
9911612,9911466,0.00038299814,-0.024721652,-0.0148648415,0.18123677,0.0,0.0,0.0,-1.0
9915661,9915481,-0.11281407,0.030607412,-0.059275426,0.18123677,0.0,0.0,0.0,-1.0
9918784,9918683,-0.067508794,-0.025449006,-0.0825531,0.18198068,0.0,0.0,0.0,-1.0
9921957,9921855,0.008465136,-0.036786225,-0.033387616,0.18198068,0.0,0.0,0.0,-1.0
9925974,9925858,-0.08582358,0.017434934,-0.02050005,0.18198068,0.0,0.0,0.0,-1.0
9928384,9928257,-0.098173805,-0.0018019938,0.018153144,0.18198068,0.0,0.0,0.0,-1.0
