timestamp,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
9856258,0.95217013,0.0047726743,0.00074998144,-0.30553052,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9860260,0.95294595,0.0042624404,0.0008625105,-0.3031092,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9864274,0.9537471,0.004431307,0.00041631327,-0.30057728,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9868258,0.9545486,0.0037446474,0.00063326367,-0.29803124,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9872274,0.9553694,0.0036807733,0.00019659474,-0.2953909,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9876255,0.95619005,0.0035115082,0.00021501223,-0.29272562,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9880257,0.95701873,0.0029910207,0.0001958056,-0.2900107,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9884267,0.95782167,0.0033980687,-0.00045309245,-0.28734285,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9888318,0.95860773,0.002888965,-7.918796e-05,-0.28471553,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9892255,0.9593546,0.0030021605,-0.00044602127,-0.28218755,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9896279,0.9600981,0.0030704562,-0.00055817794,-0.27964625,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9900255,0.96081734,0.0027321454,-0.00047950793,-0.27716848,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9904257,0.9615607,0.003254397,-0.0007702365,-0.27457207,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9908260,0.96231544,0.0030245793,-0.00047606163,-0.27191857,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9912325,0.9630926,0.0033022182,-0.00087710854,-0.26914853,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9916273,0.96386045,0.0036657802,-0.00089704513,-0.266381,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9920260,0.9646453,0.0034964988,-0.00054639135,-0.263528,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9924257,0.9654216,0.004149247,-0.0009751298,-0.26065892,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9928257,0.9661501,0.0042863307,-0.0007237207,-0.2579439,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9932285,0.9668657,0.0044595352,-0.0006413075,-0.25524575,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9936255,0.9675577,0.005104191,-0.0007117492,-0.25259787,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9940325,0.96822023,0.0049852133,-0.0002714104,-0.25004956,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9944257,0.9688831,0.00541694,-0.00036970293,-0.24745944,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9948261,0.96956825,0.005640376,4.8985425e-05,-0.24475645,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9952268,0.97024286,0.0055209775,0.00020126287,-0.24207103,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9956255,0.9709488,0.005970915,0.00022719809,-0.23921287,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9960257,0.97165436,0.0057005994,0.00085807254,-0.2363362,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9964263,0.9723577,0.0060193804,0.0005717386,-0.23341815,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9968275,0.97304827,0.0063083125,0.00065408944,-0.2305143,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9972265,0.973695,0.005918772,0.0010840319,-0.22777593,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9976263,0.9743415,0.00658417,0.0006565839,-0.22497767,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9980257,0.97494805,0.0064525465,0.00079453265,-0.22233756,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9984257,0.9755357,0.0062358757,0.00084020966,-0.2197515,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9988257,0.9761418,0.0067926133,0.0005001153,-0.21702729,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9992341,0.97673947,0.0063589,0.0005150234,-0.21433511,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
9996292,0.97734463,0.006439067,0.00036971128,-0.2115558,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
10001055,0.97808367,0.0065721236,0.00017175869,-0.2081088,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
10005055,0.9786888,0.0063025337,-0.00015870499,-0.2052524,0.99995446,-2.5098754e-10,-3.1530495e-10,0.009545051,2
