timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],max_cell_voltage_delta,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
10223608,11.49083,11.748417,8.2212,5.9482713,0.0,1.5870154,0.8347926,1.0272369,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
10723736,11.156847,11.623293,9.200799,7.5240326,0.0,2.749345,0.79125357,1.0346638,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
11223622,11.418617,11.450965,12.7968,10.950455,0.0,4.5136437,0.73938084,1.0436537,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
11723610,11.400564,11.429101,8.866,9.79875,0.0,5.795231,0.73184824,1.0449722,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
12223674,10.434721,11.145425,24.539598,16.095732,0.0,8.30888,0.64390373,1.0606155,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
12723671,11.77968,11.2332,3.968,11.171702,0.0,9.745728,0.6685734,1.0561802,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
13223646,11.617203,11.384661,4.3152003,6.9595256,0.0,10.376295,0.7072439,1.049302,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
13723638,10.822864,11.359239,18.0544,8.661206,0.0,11.580218,0.6966963,1.0511692,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
14223814,10.822864,10.966081,23.9196,19.077824,0.0,15.016452,0.5867748,1.0710309,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
14723720,11.80676,11.1805315,4.1168,10.656918,0.0,15.979613,0.6464634,1.0601536,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
15233617,11.274192,11.317205,8.283199,7.2513237,0.0,16.699074,0.6800461,1.0541303,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
15733610,10.019499,11.094401,27.8256,14.289172,0.0,19.000177,0.61447144,1.065956,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
16233645,11.626228,10.999097,4.1664,15.342266,0.0,21.569523,0.59637403,1.0692666,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
16733621,11.662335,11.22458,5.1335998,8.213585,0.0,22.126669,0.65350866,1.0588843,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
17233620,10.994369,11.249125,13.0448,8.5783,0.0,23.245855,0.6538925,1.0588152,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
17733620,10.479854,10.851572,24.4156,19.472944,0.0,26.686327,0.54516935,1.0787457,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
18234974,11.382511,11.09806,3.8563998,10.8315735,0.0,27.667677,0.61527586,1.0658094,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
19233614,10.118791,10.986107,29.078,15.998786,0.0,30.88006,0.57696867,1.0728393,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
19745257,11.445697,10.8491335,6.7455997,17.336826,0.0,33.74788,0.5400357,1.0797055,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
20243633,11.247112,11.095777,7.8987994,9.305213,0.0,34.360077,0.6030946,1.0680348,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
20743628,10.940208,11.126733,11.0112,9.724984,0.0,35.704155,0.60737085,1.0672524,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
21243661,11.454723,11.237856,3.1124,7.6567264,0.0,36.73116,0.64279175,1.0608163,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
21743735,10.714544,11.1399975,17.1864,11.172722,0.0,38.377472,0.6123705,1.0663393,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
22253621,10.967289,10.969078,16.3184,14.981158,0.0,40.81552,0.5658202,1.0749027,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
22754463,10.416668,10.822188,19.455599,17.417404,0.0,43.367023,0.5229511,1.0829114,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
23253746,11.526937,10.905602,3.3604,13.673742,0.0,45.233685,0.54959345,1.0779201,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
23753608,11.662335,11.132304,4.1664,7.526977,0.0,45.781033,0.6064186,1.0674266,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
24253618,11.039501,11.187812,11.036,7.82653,0.0,46.786156,0.6170268,1.0654901,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
24754100,10.163924,10.953576,25.6432,14.374509,0.0,49.10291,0.5469017,1.0784223,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
25253668,11.590122,10.953051,3.2736,12.822579,0.0,51.106194,0.5513878,1.0775857,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
25753665,10.958262,11.131451,8.928,8.154637,0.0,51.807236,0.5984087,1.0688933,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
26253627,10.127817,10.823136,25.469599,17.331335,0.0,54.74682,0.5106573,1.0852301,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
26753621,11.662335,10.931031,3.0751998,13.144446,0.0,56.526848,0.55013657,1.0778189,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
27253628,11.554016,11.145746,3.8316,7.3333335,0.0,57.079826,0.6056118,1.0675741,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
27753812,10.452774,11.162272,15.413199,8.058622,0.0,58.120483,0.60351086,1.0679586,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
28253621,10.561093,10.867003,22.196,16.556149,0.0,61.066044,0.5246663,1.0825887,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
28753608,11.526937,10.978601,3.3976,11.897243,0.0,62.596386,0.56102705,1.0757922,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
29263671,10.127817,10.83794,23.212801,15.786015,0.0,64.823555,0.5132365,1.0847429,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
29763656,11.328352,11.017751,3.348,9.839089,0.0,65.89747,0.5636449,1.0753062,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
30263626,10.822864,11.116431,12.4992,8.071434,0.0,66.77276,0.5869856,1.070992,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
30763749,11.391539,10.80608,8.8536,16.838081,0.0,69.87374,0.50202703,1.0868639,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
31263620,11.328352,11.069445,4.5755997,8.728103,0.0,70.45241,0.5776057,1.0727216,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
31763690,10.434721,11.024326,21.923199,10.934008,0.0,71.911194,0.5601163,1.0759614,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
32273770,10.813837,10.723991,16.12,18.682087,0.0,75.22478,0.47926524,1.0911964,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
32773618,11.337378,10.991597,3.782,9.79511,0.0,75.947784,0.5554805,1.0768235,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
33273608,10.597199,11.086143,17.0376,8.632693,0.0,76.91675,0.5787506,1.0725101,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
33774935,10.579145,10.749217,21.9604,18.195765,0.0,80.19452,0.4865122,1.0898134,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
